Region,Event,Player,Team Abbreviated,Team,Rnd,R,ACS,K:D,KAST,ADR,KPR,APR,FKPR,FDPR,HS%,CL%,CL,CW,CP,KMax,K,D,A,FK,FD
EMEA,Champions Tour 2024: EMEA Stage 2,Boo,TH,Team Heretics,474,1.04,173.3,0.97,0.76,112.8,0.61,0.44,0.08,0.09,0.29,0.2,14/71,14,71,21,291,301,207,37,42
EMEA,Champions Tour 2024: EMEA Stage 2,AtaKaptan,FUT,FUT Esports,310,1.03,203,1.04,0.75,129.2,0.73,0.33,0.11,0.13,0.29,0.04,1/24,1,24,25,225,217,102,35,41
EMEA,Champions Tour 2024: EMEA Stage 2,marteen,KC,Karmine Corp,245,1.02,204.1,1.03,0.75,137.2,0.74,0.2,0.13,0.1,0.33,0.24,9/37,9,37,24,182,177,49,31,25
EMEA,Champions Tour 2024: EMEA Stage 2,benjyfishy,TH,Team Heretics,474,1.01,184.9,1.11,0.7,125.2,0.72,0.18,0.08,0.07,0.38,0.18,12/68,12,68,30,340,306,83,38,33
EMEA,Champions Tour 2024: EMEA Stage 2,purp0,GX,GIANTX,257,1.01,215.3,1.05,0.68,142.5,0.77,0.16,0.21,0.16,0.37,0.08,2/24,2,24,27,198,189,42,53,42
EMEA,Champions Tour 2024: EMEA Stage 2,Enzo,TL,Team Liquid,168,0.99,194.3,0.97,0.63,123.3,0.64,0.28,0.04,0.05,0.18,0.11,3/27,3,27,23,108,111,47,6,8
EMEA,Champions Tour 2024: EMEA Stage 2,Kicks,VIT,Team Vitality,573,0.99,177,0.89,0.71,114.3,0.62,0.41,0.06,0.07,0.22,0.17,10/58,10,58,20,356,398,236,36,40
EMEA,Champions Tour 2024: EMEA Stage 2,nAts,TL,Team Liquid,168,0.98,218.5,1.04,0.73,142.5,0.77,0.32,0.11,0.13,0.27,0.03,1/29,1,29,27,129,124,53,18,21
EMEA,Champions Tour 2024: EMEA Stage 2,Wailers,M8,Gentle Mates,274,0.97,168.9,0.99,0.73,112.7,0.63,0.22,0.05,0.04,0.35,0.05,2/40,2,40,20,172,174,59,15,10
EMEA,Champions Tour 2024: EMEA Stage 2,MiniBoo,TH,Team Heretics,474,0.97,209.7,0.92,0.73,139.5,0.71,0.26,0.17,0.16,0.3,,0/19,0,19,22,338,366,125,79,76
EMEA,Champions Tour 2024: EMEA Stage 2,qRaxs,FUT,FUT Esports,310,0.97,179.1,0.98,0.72,118,0.65,0.28,0.05,0.06,0.29,0.13,4/30,4,30,18,202,206,88,16,18
EMEA,Champions Tour 2024: EMEA Stage 2,Boaster,FNC,FNATIC,439,0.97,165.9,0.86,0.72,107.2,0.56,0.47,0.09,0.11,0.25,0.13,5/38,5,38,18,244,284,206,40,47
EMEA,Champions Tour 2024: EMEA Stage 2,Brave,BBL,BBL Esports,207,0.96,198.7,1,0.68,132.1,0.71,0.29,0.14,0.11,0.38,0.18,4/22,4,22,22,147,147,61,29,23
EMEA,Champions Tour 2024: EMEA Stage 2,runneR,VIT,Team Vitality,573,0.95,186.3,0.94,0.72,123.1,0.65,0.25,0.1,0.08,0.22,0.15,12/79,12,79,22,370,393,144,58,45
EMEA,Champions Tour 2024: EMEA Stage 2,SUYGETSU,NAVI,Natus Vincere,285,0.94,188,0.94,0.69,124.9,0.67,0.2,0.07,0.05,0.31,0.1,6/58,6,58,23,190,202,58,20,15
EMEA,Champions Tour 2024: EMEA Stage 2,pAura,BBL,BBL Esports,207,0.93,160.7,0.83,0.66,106.3,0.57,0.39,0.08,0.11,0.34,0.11,3/28,3,28,18,118,142,80,17,22
EMEA,Champions Tour 2024: EMEA Stage 2,starxo,KOI,Movistar KOI,262,0.93,161.8,0.86,0.7,105.9,0.56,0.45,0.05,0.11,0.21,0.15,4/27,4,27,18,147,171,119,14,28
EMEA,Champions Tour 2024: EMEA Stage 2,sh1n,KC,Karmine Corp,245,0.92,180.1,0.88,0.73,119.6,0.64,0.38,0.09,0.07,0.28,0.08,3/40,3,40,24,158,180,94,22,17
EMEA,Champions Tour 2024: EMEA Stage 2,ceNder,VIT,Team Vitality,573,0.92,163.9,0.83,0.7,106.1,0.59,0.37,0.08,0.13,0.3,0.12,6/52,6,52,31,340,408,214,44,77
EMEA,Champions Tour 2024: EMEA Stage 2,ShadoW,KOI,Movistar KOI,262,0.92,162.1,0.86,0.71,105.2,0.56,0.32,0.05,0.11,0.19,0.17,4/24,4,24,19,148,173,85,14,28
EMEA,Champions Tour 2024: EMEA Stage 2,MAGNUM,KC,Karmine Corp,245,0.91,168.2,0.81,0.74,112,0.58,0.33,0.09,0.13,0.33,0.23,5/22,5,22,17,141,174,82,23,33
EMEA,Champions Tour 2024: EMEA Stage 2,Cloud,GX,GIANTX,257,0.91,185.9,0.87,0.71,132.2,0.63,0.34,0.07,0.09,0.22,0.14,4/28,4,28,21,162,187,88,17,22
EMEA,Champions Tour 2024: EMEA Stage 2,TakaS,M8,Gentle Mates,274,0.91,195.3,0.9,0.65,127.5,0.67,0.21,0.16,0.23,0.24,0.24,4/17,4,17,23,184,205,57,45,64
EMEA,Champions Tour 2024: EMEA Stage 2,hoody,GX,GIANTX,257,0.9,173,0.87,0.7,118,0.6,0.23,0.07,0.1,0.25,0.05,2/37,2,37,20,153,176,59,19,26
EMEA,Champions Tour 2024: EMEA Stage 2,Fit1nho,GX,GIANTX,257,0.9,177.8,0.92,0.68,122.1,0.65,0.28,0.09,0.06,0.32,0.15,4/27,4,27,29,166,181,72,22,15
EMEA,Champions Tour 2024: EMEA Stage 2,Famsii,GX,GIANTX,108,0.89,171.6,0.85,0.71,125.6,0.62,0.28,0.09,0.07,0.27,,0/11,0,11,24,67,79,30,10,8
EMEA,Champions Tour 2024: EMEA Stage 2,ardiis,NAVI,Natus Vincere,285,0.89,191.6,0.92,0.67,126.9,0.69,0.26,0.14,0.13,0.21,0.23,7/30,7,30,25,198,216,75,41,37
EMEA,Champions Tour 2024: EMEA Stage 2,Shao,NAVI,Natus Vincere,285,0.89,178.9,0.82,0.71,124.6,0.63,0.32,0.08,0.07,0.32,0.21,8/39,8,39,22,179,218,91,23,19
EMEA,Champions Tour 2024: EMEA Stage 2,Keiko,TL,Team Liquid,168,0.86,194,0.95,0.67,131,0.73,0.12,0.13,0.18,0.33,0.14,1/7,1,7,30,123,129,20,22,31
EMEA,Champions Tour 2024: EMEA Stage 2,Mistic,TL,Team Liquid,168,0.85,160.5,0.76,0.71,101.5,0.56,0.36,0.05,0.1,0.3,0.23,3/13,3,13,17,94,123,61,8,16
EMEA,Champions Tour 2024: EMEA Stage 2,tomaszy,KC,Karmine Corp,245,0.85,162.8,0.81,0.65,109.4,0.58,0.2,0.06,0.09,0.33,0.07,2/28,2,28,16,143,176,49,14,22
EMEA,Champions Tour 2024: EMEA Stage 2,Zyppan,NAVI,Natus Vincere,285,0.85,202.2,0.88,0.68,135.6,0.7,0.33,0.09,0.14,0.29,0.03,1/29,1,29,23,199,227,93,26,40
EMEA,Champions Tour 2024: EMEA Stage 2,beyAz,M8,Gentle Mates,274,0.84,147.3,0.69,0.72,99.4,0.48,0.43,0.04,0.08,0.22,0.18,6/33,6,33,15,132,190,117,10,21
EMEA,Champions Tour 2024: EMEA Stage 2,Jamppi,TL,Team Liquid,168,0.82,167.8,0.78,0.63,108.5,0.58,0.2,0.08,0.14,0.32,0.13,3/24,3,24,20,98,125,34,14,24
EMEA,Champions Tour 2024: EMEA Stage 2,reazy,BBL,BBL Esports,207,0.82,151.1,0.77,0.67,103.2,0.53,0.27,0.06,0.03,0.32,0.13,3/24,3,24,15,110,142,55,12,7
EMEA,Champions Tour 2024: EMEA Stage 2,Redgar,GX,GIANTX,149,0.8,144,0.71,0.67,95.7,0.51,0.4,0.08,0.07,0.39,0.14,3/22,3,22,17,76,107,59,12,11
EMEA,Champions Tour 2024: EMEA Stage 2,ANGE1,NAVI,Natus Vincere,285,0.78,159.5,0.72,0.65,107.7,0.55,0.3,0.11,0.12,0.31,0.07,2/28,2,28,21,157,219,86,30,34
Pacific,Champions Tour 2024: Pacific Kickoff,Jremy,TS,Team Secret,225,1.19,256.6,1.24,0.75,163.3,0.9,0.19,0.25,0.17,0.28,0.15,2/13,2,13,27,202,163,42,56,38
Pacific,Champions Tour 2024: Pacific Kickoff,invy,TS,Team Secret,225,1.18,211.7,1.26,0.76,144.7,0.8,0.37,0.07,0.06,0.29,0.05,1/21,1,21,28,181,144,84,16,13
Pacific,Champions Tour 2024: Pacific Kickoff,xccurate,T1,T1,163,1.17,233.6,1.23,0.74,149.8,0.83,0.21,0.08,0.04,0.29,0.00,0/20,0,20,29,135,110,35,13,6
Pacific,Champions Tour 2024: Pacific Kickoff,JitBoyS,TLN,Talon Esports,122,1.16,228.5,1.25,0.75,152,0.83,0.16,0.06,0.07,0.36,0.29,6/21,6,21,26,101,81,20,7,8
Pacific,Champions Tour 2024: Pacific Kickoff,MaKo,DRX,DRX,133,1.16,207.8,1.16,0.84,141.6,0.74,0.41,0.1,0.02,0.31,0.06,1/16,1,16,21,99,85,55,13,3
Pacific,Champions Tour 2024: Pacific Kickoff,something,PRX,Paper Rex,191,1.16,224.7,1.12,0.77,143.6,0.8,0.25,0.17,0.11,0.22,0.06,1/16,1,16,23,153,137,47,33,21
Pacific,Champions Tour 2024: Pacific Kickoff,t,GEN,Gen.G,429,1.15,250.8,1.29,0.73,164.3,0.9,0.16,0.16,0.14,0.29,0.22,9/41,9,41,33,388,301,69,70,62
Pacific,Champions Tour 2024: Pacific Kickoff,Governor,TLN,Talon Esports,122,1.12,247,1.16,0.7,153.3,0.84,0.23,0.19,0.21,0.17,0.2,2/10,2,10,25,103,89,28,23,26
Pacific,Champions Tour 2024: Pacific Kickoff,Karon,GEN,Gen.G,429,1.12,199.2,1.12,0.77,132.3,0.71,0.39,0.08,0.05,0.36,0.19,12/63,12,63,23,304,272,168,33,23
Pacific,Champions Tour 2024: Pacific Kickoff,Rossy,T1,T1,163,1.12,213.4,1.14,0.79,129.5,0.72,0.29,0.07,0.06,0.19,0.24,6/25,6,25,23,117,103,48,12,9
Pacific,Champions Tour 2024: Pacific Kickoff,Sayaplayer,T1,T1,163,1.1,215.1,1.29,0.74,143.2,0.82,0.08,0.21,0.13,0.29,0.15,2/13,2,13,36,134,104,13,34,22
Pacific,Champions Tour 2024: Pacific Kickoff,iZu,T1,T1,163,1.07,203.1,1.07,0.74,134.7,0.72,0.38,0.1,0.11,0.3,0.13,2/16,2,16,27,117,109,62,17,18
Pacific,Champions Tour 2024: Pacific Kickoff,Meiy,DFM,DetonatioN FocusMe,86,1.07,253.5,1.1,0.7,163.4,0.87,0.17,0.21,0.16,0.26,0.2,2/10,2,10,21,75,68,15,18,14
Pacific,Champions Tour 2024: Pacific Kickoff,Flashback,DRX,DRX,133,1.07,200.3,1.2,0.68,139.5,0.77,0.16,0.07,0.13,0.36,0.09,1/11,1,11,21,102,85,21,9,17
Pacific,Champions Tour 2024: Pacific Kickoff,d,PRX,Paper Rex,191,1.07,195.9,0.99,0.73,138,0.68,0.45,0.05,0.07,0.31,0.23,7/30,7,30,21,130,131,85,9,13
Pacific,Champions Tour 2024: Pacific Kickoff,mindfreak,PRX,Paper Rex,191,1.07,189.4,1.04,0.69,129.4,0.69,0.25,0.04,0.04,0.28,0.29,10/35,10,35,29,132,127,48,7,8
Pacific,Champions Tour 2024: Pacific Kickoff,sScary,BLD,BLEED,122,1.06,177.8,1.05,0.77,123.9,0.63,0.39,0.08,0.08,0.24,0.21,7/34,7,34,28,77,73,47,10,10
Pacific,Champions Tour 2024: Pacific Kickoff,JessieVash,TS,Team Secret,225,1.06,186.7,1.05,0.74,125.8,0.64,0.36,0.06,0.08,0.26,0.18,6/34,6,34,18,144,137,81,14,17
Pacific,Champions Tour 2024: Pacific Kickoff,Egoist,BLD,BLEED,122,1.05,208.4,1.07,0.75,132.2,0.75,0.23,0.08,0.06,0.26,0.24,4/17,4,17,27,91,85,28,10,7
Pacific,Champions Tour 2024: Pacific Kickoff,BORKUM,TS,Team Secret,225,1.05,191.3,0.99,0.72,123.1,0.66,0.47,0.11,0.07,0.21,0.1,2/21,2,21,24,148,149,106,24,16
Pacific,Champions Tour 2024: Pacific Kickoff,stax,DRX,DRX,133,1.04,174.3,1.09,0.7,115.6,0.66,0.29,0.08,0.05,0.32,0.12,2/17,2,17,22,88,81,39,10,7
Pacific,Champions Tour 2024: Pacific Kickoff,Jemkin,RRQ,Rex Regum Qeon,136,1.03,236.3,1.17,0.68,146.6,0.87,0.13,0.13,0.12,0.3,0.15,2/13,2,13,25,118,101,17,18,16
Pacific,Champions Tour 2024: Pacific Kickoff,BuZz,DRX,DRX,133,1.03,234.7,1.01,0.79,148.6,0.79,0.29,0.17,0.09,0.23,0.14,1/7,1,7,22,105,104,38,23,12
Pacific,Champions Tour 2024: Pacific Kickoff,Meteor,GEN,Gen.G,429,1.03,222,1.15,0.72,146.6,0.8,0.14,0.11,0.09,0.28,0.09,5/53,5,53,24,345,299,60,49,37
Pacific,Champions Tour 2024: Pacific Kickoff,Foxy,DRX,DRX,133,1.03,200.7,1.08,0.74,122.4,0.72,0.23,0.16,0.14,0.31,0.08,1/12,1,12,21,96,89,30,21,18
Pacific,Champions Tour 2024: Pacific Kickoff,Dep,ZETA,ZETA DIVISION,212,1.02,245,1.16,0.67,154,0.87,0.12,0.22,0.18,0.27,0.05,1/19,1,19,27,184,159,26,46,39
Pacific,Champions Tour 2024: Pacific Kickoff,NDG,TS,Team Secret,225,1,178.6,1.04,0.78,125.9,0.64,0.22,0.05,0.09,0.21,0.22,5/23,5,23,23,143,138,49,11,20
Pacific,Champions Tour 2024: Pacific Kickoff,f,PRX,Paper Rex,191,1,220.3,1.05,0.73,139.9,0.79,0.27,0.13,0.12,0.29,0.1,1/10,1,10,33,151,144,51,24,23
Pacific,Champions Tour 2024: Pacific Kickoff,Munchkin,GEN,Gen.G,429,0.98,187.5,0.98,0.72,124.7,0.66,0.38,0.09,0.1,0.21,0.13,5/40,5,40,27,283,288,164,38,43
Pacific,Champions Tour 2024: Pacific Kickoff,xffero,RRQ,Rex Regum Qeon,136,0.98,200.3,0.96,0.72,128.8,0.71,0.37,0.08,0.08,0.3,0.26,5/19,5,19,22,96,100,50,11,11
Pacific,Champions Tour 2024: Pacific Kickoff,Estrella,RRQ,Rex Regum Qeon,136,0.97,176.3,0.89,0.67,114.2,0.61,0.3,0.05,0.08,0.3,0.00,0/23,0,23,19,83,93,41,7,11
Pacific,Champions Tour 2024: Pacific Kickoff,ban,TLN,Talon Esports,122,0.96,195.5,0.91,0.73,119.9,0.66,0.34,0.12,0.09,0.26,0.14,2/14,2,14,22,80,88,42,15,11
Pacific,Champions Tour 2024: Pacific Kickoff,blaZek,GE,Global Esports,149,0.96,187.9,0.97,0.68,129.2,0.65,0.22,0.05,0.09,0.29,0.07,2/28,2,28,24,97,100,33,8,13
Pacific,Champions Tour 2024: Pacific Kickoff,Deryeon,BLD,BLEED,122,0.96,222.4,0.98,0.72,145.1,0.76,0.22,0.17,0.13,0.21,0.18,2/11,2,11,29,93,95,27,21,16
Pacific,Champions Tour 2024: Pacific Kickoff,yuran,ZETA,ZETA DIVISION,212,0.94,192.5,0.91,0.72,128.8,0.66,0.32,0.09,0.08,0.27,0.05,1/22,1,22,20,139,153,68,19,17
Pacific,Champions Tour 2024: Pacific Kickoff,hiroronn,ZETA,ZETA DIVISION,212,0.94,179.2,0.91,0.67,122.2,0.64,0.32,0.08,0.11,0.3,0.16,4/25,4,25,18,135,148,68,16,24
Pacific,Champions Tour 2024: Pacific Kickoff,lenne,TLN,Talon Esports,122,0.92,162.2,0.72,0.72,108.8,0.5,0.34,0.06,0.07,0.17,0.07,1/15,1,15,17,61,85,41,7,9
Pacific,Champions Tour 2024: Pacific Kickoff,Laz,ZETA,ZETA DIVISION,212,0.92,180.5,0.93,0.67,123.1,0.65,0.16,0.08,0.07,0.25,0.09,3/34,3,34,16,137,147,34,17,15
Pacific,Champions Tour 2024: Pacific Kickoff,Carpe,T1,T1,163,0.91,180.3,0.81,0.76,119,0.6,0.32,0.09,0.1,0.22,0.31,4/13,4,13,23,97,120,52,15,17
Pacific,Champions Tour 2024: Pacific Kickoff,SugarZ,ZETA,ZETA DIVISION,212,0.91,156.2,0.84,0.67,105.4,0.56,0.4,0.01,0.08,0.28,0.09,2/22,2,22,19,118,140,84,3,16
Pacific,Champions Tour 2024: Pacific Kickoff,Lakia,GEN,Gen.G,429,0.9,173.9,0.83,0.74,115,0.59,0.34,0.07,0.1,0.27,0.35,13/37,13,37,20,254,306,148,30,44
Pacific,Champions Tour 2024: Pacific Kickoff,SSeeS,DFM,DetonatioN FocusMe,86,0.9,169.5,0.84,0.71,106.7,0.62,0.34,0.03,0.08,0.36,0.33,4/12,4,12,17,53,63,29,3,7
Pacific,Champions Tour 2024: Pacific Kickoff,Benkai,GE,Global Esports,149,0.89,171.6,0.88,0.63,113.9,0.6,0.13,0.03,0.1,0.25,0.17,4/23,4,23,26,89,101,20,4,15
Pacific,Champions Tour 2024: Pacific Kickoff,fl,RRQ,Rex Regum Qeon,136,0.88,164.5,0.78,0.69,103.4,0.57,0.28,0.06,0.1,0.28,0.18,3/17,3,17,18,77,99,38,8,13
Pacific,Champions Tour 2024: Pacific Kickoff,Medusa,DFM,DetonatioN FocusMe,86,0.88,177,0.84,0.6,122.7,0.63,0.1,0.12,0.08,0.39,0.07,1/14,1,14,19,54,64,9,10,7
Pacific,Champions Tour 2024: Pacific Kickoff,crazyguy,BLD,BLEED,122,0.85,175,0.73,0.61,113.5,0.54,0.28,0.09,0.1,0.31,0.00,0/5,0,5,17,66,91,34,11,12
Pacific,Champions Tour 2024: Pacific Kickoff,Polvi,GE,Global Esports,149,0.84,197.3,0.78,0.63,136,0.63,0.14,0.23,0.2,0.21,0.00,0/6,0,6,16,94,121,21,35,30
Pacific,Champions Tour 2024: Pacific Kickoff,Monyet,PRX,Paper Rex,191,0.83,175.8,0.75,0.7,120.4,0.6,0.26,0.1,0.18,0.21,0.16,3/19,3,19,20,114,152,50,19,34
Pacific,Champions Tour 2024: Pacific Kickoff,Russ,GE,Global Esports,149,0.82,163.4,0.79,0.66,102,0.56,0.33,0.07,0.09,0.32,0.11,2/18,2,18,17,84,107,49,11,14
Pacific,Champions Tour 2024: Pacific Kickoff,Lmemore,RRQ,Rex Regum Qeon,136,0.82,184.5,0.83,0.64,123.7,0.65,0.13,0.1,0.2,0.33,0.13,1/8,1,8,20,89,107,18,14,27
Pacific,Champions Tour 2024: Pacific Kickoff,yay,BLD,BLEED,122,0.81,167.8,0.8,0.67,115,0.6,0.25,0.08,0.13,0.28,0.14,1/7,1,7,27,73,91,30,10,16
Pacific,Champions Tour 2024: Pacific Kickoff,neth,DFM,DetonatioN FocusMe,86,0.81,171.8,0.75,0.62,114.9,0.58,0.22,0.05,0.12,0.27,0.07,1/15,1,15,14,50,67,19,4,10
Pacific,Champions Tour 2024: Pacific Kickoff,Lightningfast,GE,Global Esports,149,0.78,153.4,0.73,0.64,104.5,0.54,0.22,0.06,0.06,0.38,0.13,2/15,2,15,14,80,110,33,9,9
Pacific,Champions Tour 2024: Pacific Kickoff,Anthem,DFM,DetonatioN FocusMe,86,0.75,138.5,0.57,0.67,102.2,0.44,0.47,0.06,0.09,0.28,0.2,2/10,2,10,13,38,67,40,5,8
Pacific,Champions Tour 2024: Pacific Kickoff,Crws,TLN,Talon Esports,122,0.74,129.2,0.68,0.67,86.9,0.47,0.29,0.03,0.1,0.23,0.09,1/11,1,11,13,57,84,35,4,12
Pacific,Champions Tour 2024: Pacific Stage 1,something,PRX,Paper Rex,494,1.17,229.9,1.22,0.76,145.5,0.82,0.22,0.2,0.12,0.27,0.13,4/30,4,30,25,406,334,109,99,61
Pacific,Champions Tour 2024: Pacific Stage 1,d,PRX,Paper Rex,494,1.17,210.8,1.17,0.81,136.3,0.74,0.42,0.09,0.06,0.31,0.1,5/50,5,50,22,364,311,206,43,29
Pacific,Champions Tour 2024: Pacific Stage 1,MaKo,DRX,DRX,372,1.16,216.8,1.19,0.76,147.2,0.76,0.35,0.09,0.09,0.31,0.15,5/33,5,33,21,281,237,130,34,35
Pacific,Champions Tour 2024: Pacific Stage 1,Jemkin,RRQ,Rex Regum Qeon,244,1.14,236.4,1.26,0.75,151.5,0.85,0.13,0.14,0.16,0.33,0.13,3/23,3,23,26,208,165,31,33,39
Pacific,Champions Tour 2024: Pacific Stage 1,BeYN,DRX,DRX,372,1.14,199.7,1.16,0.79,132.2,0.73,0.39,0.05,0.06,0.29,0.19,8/43,8,43,25,270,233,144,20,22
Pacific,Champions Tour 2024: Pacific Stage 1,Jinggg,PRX,Paper Rex,494,1.13,234.3,1.17,0.77,154.4,0.81,0.24,0.13,0.09,0.21,0.18,7/38,7,38,24,402,345,119,65,45
Pacific,Champions Tour 2024: Pacific Stage 1,Laz,ZETA,ZETA DIVISION,299,1.13,212.8,1.16,0.71,142,0.76,0.15,0.15,0.08,0.26,0.04,2/50,2,50,22,227,196,46,44,24
Pacific,Champions Tour 2024: Pacific Stage 1,t,GEN,Gen.G,627,1.12,235.3,1.2,0.72,153.7,0.84,0.17,0.21,0.13,0.27,0.17,10/59,10,59,28,526,437,107,130,84
Pacific,Champions Tour 2024: Pacific Stage 1,invy,TS,Team Secret,382,1.11,206.8,1.05,0.77,137.2,0.74,0.49,0.06,0.05,0.34,0.13,5/39,5,39,25,282,268,188,24,18
Pacific,Champions Tour 2024: Pacific Stage 1,Jremy,TS,Team Secret,382,1.1,247.3,1.12,0.75,158,0.82,0.2,0.23,0.24,0.22,0.2,7/35,7,35,30,315,282,78,89,92
Pacific,Champions Tour 2024: Pacific Stage 1,Dep,ZETA,ZETA DIVISION,299,1.09,234.6,1.1,0.72,152.4,0.82,0.22,0.15,0.15,0.28,0.25,5/20,5,20,29,245,222,66,44,46
Pacific,Champions Tour 2024: Pacific Stage 1,mindfreak,PRX,Paper Rex,494,1.08,193.3,1.12,0.77,126.3,0.7,0.37,0.05,0.06,0.32,0.1,7/73,7,73,26,347,309,181,27,31
Pacific,Champions Tour 2024: Pacific Stage 1,f,PRX,Paper Rex,494,1.07,195.5,1.11,0.78,131.1,0.72,0.35,0.08,0.11,0.32,0.17,7/42,7,42,25,354,319,174,39,56
Pacific,Champions Tour 2024: Pacific Stage 1,Munchkin,GEN,Gen.G,627,1.07,195.5,1.02,0.74,129.5,0.66,0.44,0.07,0.1,0.25,0.23,18/78,18,78,22,411,402,278,41,61
Pacific,Champions Tour 2024: Pacific Stage 1,sScary,BLD,BLEED,294,1.07,220.4,1.11,0.75,143.3,0.78,0.33,0.09,0.07,0.25,0.11,5/45,5,45,26,228,206,96,27,21
Pacific,Champions Tour 2024: Pacific Stage 1,Foxy,DRX,DRX,372,1.06,191.4,1.17,0.74,126.4,0.72,0.21,0.07,0.08,0.32,0.22,13/60,13,60,24,269,229,77,27,29
Pacific,Champions Tour 2024: Pacific Stage 1,Karon,GEN,Gen.G,627,1.06,188.6,1.02,0.73,119.5,0.67,0.42,0.07,0.08,0.3,0.14,9/65,9,65,25,420,412,263,42,49
Pacific,Champions Tour 2024: Pacific Stage 1,yuran,ZETA,ZETA DIVISION,299,1.05,202.7,1,0.68,138.6,0.68,0.32,0.07,0.09,0.27,0.17,6/36,6,36,19,204,204,95,20,27
Pacific,Champions Tour 2024: Pacific Stage 1,JitBoyS,TLN,Talon Esports,339,1.05,199.4,1.09,0.73,134.3,0.73,0.34,0.08,0.08,0.37,0.22,11/49,11,49,29,246,226,114,28,27
Pacific,Champions Tour 2024: Pacific Stage 1,Lmemore,RRQ,Rex Regum Qeon,244,1.05,221.6,1.05,0.67,149.3,0.79,0.23,0.11,0.11,0.35,0.14,3/22,3,22,30,192,183,56,26,27
Pacific,Champions Tour 2024: Pacific Stage 1,SugarZ,ZETA,ZETA DIVISION,299,1.04,194.3,1.01,0.77,121.9,0.69,0.43,0.05,0.07,0.33,0.15,4/27,4,27,24,205,202,130,16,22
Pacific,Champions Tour 2024: Pacific Stage 1,Rossy,T1,T1,531,1.03,201.2,1,0.74,132.2,0.69,0.4,0.07,0.08,0.26,0.17,13/75,13,75,22,369,370,215,39,40
Pacific,Champions Tour 2024: Pacific Stage 1,BuZz,DRX,DRX,372,1.03,230.8,1.07,0.73,147.4,0.78,0.15,0.18,0.19,0.23,0.14,3/22,3,22,25,290,271,54,67,70
Pacific,Champions Tour 2024: Pacific Stage 1,BORKUM,TS,Team Secret,382,1.03,186.8,0.97,0.72,120.6,0.66,0.32,0.08,0.05,0.23,0.21,9/43,9,43,19,251,258,124,29,21
Pacific,Champions Tour 2024: Pacific Stage 1,Lightningfast,GE,Global Esports,302,1.02,209.1,1.01,0.72,137.1,0.72,0.37,0.09,0.08,0.33,0.15,4/27,4,27,24,217,214,113,26,24
Pacific,Champions Tour 2024: Pacific Stage 1,stax,DRX,DRX,372,1,173.9,0.88,0.73,109.1,0.58,0.48,0.08,0.1,0.26,0.11,3/28,3,28,17,216,246,180,30,38
Pacific,Champions Tour 2024: Pacific Stage 1,Polvi,GE,Global Esports,302,0.99,211.8,0.98,0.7,141.1,0.73,0.2,0.18,0.17,0.22,0.13,3/23,3,23,22,220,224,59,55,51
Pacific,Champions Tour 2024: Pacific Stage 1,Meiy,DFM,DetonatioN FocusMe,284,0.99,238.3,1.04,0.67,155.2,0.83,0.16,0.19,0.18,0.26,0.08,1/12,1,12,29,236,227,45,54,52
Pacific,Champions Tour 2024: Pacific Stage 1,JessieVash,TS,Team Secret,382,0.98,191.2,0.99,0.7,128.7,0.68,0.31,0.07,0.06,0.27,0.14,6/43,6,43,26,259,262,119,26,24
Pacific,Champions Tour 2024: Pacific Stage 1,xffero,RRQ,Rex Regum Qeon,244,0.98,200.6,1.05,0.7,127.8,0.71,0.14,0.09,0.08,0.31,0.15,4/26,4,26,23,174,166,33,23,19
Pacific,Champions Tour 2024: Pacific Stage 1,lenne,TLN,Talon Esports,91,0.98,177.3,0.83,0.75,112.4,0.57,0.45,0.09,0.07,0.18,0.06,1/16,1,16,15,52,63,41,8,6
Pacific,Champions Tour 2024: Pacific Stage 1,Russ,GE,Global Esports,302,0.97,192.3,0.99,0.72,124.1,0.7,0.31,0.08,0.09,0.41,0.24,7/29,7,29,21,210,212,95,25,27
Pacific,Champions Tour 2024: Pacific Stage 1,blaZek,GE,Global Esports,302,0.97,194.2,0.96,0.71,131.1,0.66,0.28,0.12,0.07,0.3,0.11,5/45,5,45,22,200,208,84,36,21
Pacific,Champions Tour 2024: Pacific Stage 1,Meteor,GEN,Gen.G,627,0.97,210.7,1.02,0.68,141,0.74,0.17,0.13,0.09,0.32,0.09,6/69,6,69,24,467,456,105,82,55
Pacific,Champions Tour 2024: Pacific Stage 1,ban,TLN,Talon Esports,339,0.96,207.8,1.05,0.66,137,0.75,0.24,0.13,0.12,0.33,0.07,2/30,2,30,26,254,243,81,43,40
Pacific,Champions Tour 2024: Pacific Stage 1,Sayaplayer,T1,T1,531,0.95,209.7,0.96,0.7,139,0.73,0.17,0.17,0.16,0.26,0.14,8/56,8,56,25,390,407,90,92,86
Pacific,Champions Tour 2024: Pacific Stage 1,Lakia,GEN,Gen.G,627,0.95,169.1,0.86,0.73,116.7,0.58,0.36,0.05,0.08,0.26,0.13,9/67,9,67,19,361,419,227,33,49
Pacific,Champions Tour 2024: Pacific Stage 1,xccurate,T1,T1,531,0.94,186.3,1,0.7,123.3,0.7,0.17,0.08,0.09,0.27,0.1,7/69,7,69,21,372,371,91,41,47
Pacific,Champions Tour 2024: Pacific Stage 1,Governor,TLN,Talon Esports,339,0.94,199.2,1,0.68,133.3,0.71,0.15,0.16,0.17,0.24,0.2,6/30,6,30,22,239,240,52,55,56
